"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
0.955705806171897,0.438382277155998,0.222140875621811,0.170868042059888,0.260869926684674,0.394454909743783,0.457135287153047,0.401082140822582,0.278425604547359,0.217311553930635,0.284658547221533,0.253337058239263,0.174475378669419,0.141228782394804,0.0739135865510635,0.0369675912770586
0.477331269924087,1.90512083762314,0.691380452401429,0.199698817211752,0.152743413235119,0.300133113038092,0.367457029782263,0.417350807858807,0.361932701349486,0.191618258478598,0.166291825559768,0.183679459631691,0.17698245402066,0.12423768963612,0.0491620314326269,0.0385915570890238
0.152289658401609,0.857916560847581,3.00500259839772,0.489085879488703,0.292151637421461,0.244627400322826,0.283178377805789,0.346215736448497,0.409867584238707,0.286920010617191,0.204285878509744,0.135413605241644,0.098589484666483,0.0959337572451897,0.0568297692970052,0.0519878473721343
0.0865819062889699,0.288803647179519,1.33068667030551,4.15543342660156,0.908539808294944,0.42074128541989,0.267206402194953,0.327110615800215,0.343430183021296,0.336563317806848,0.164674879209339,0.087170456900848,0.0662850423862415,0.0567693503575743,0.0282496923669902,0.0199395812715963
0.111007964400735,0.149821268997496,0.221187357134806,1.48315429201996,2.16613446802327,0.847790934999728,0.503795163321225,0.342156129077071,0.27279069325121,0.350557537214133,0.230733249291604,0.162890320889913,0.0679870890854725,0.0491483464253446,0.0449117711825082,0.0376152474964064
0.189983690835924,0.104650909692887,0.0932942450120245,0.379771722168148,0.95818351132767,1.21064714636889,0.690323629551182,0.472634282996507,0.32398045988497,0.323228690929579,0.296120013729213,0.169254051815307,0.069176656548202,0.0485065131769453,0.0253634384689292,0.0135929058171834
0.192451166273558,0.144943844824665,0.218018883651606,0.180963646415105,0.432717005612867,0.629883072644361,0.792199781161698,0.578308899657695,0.373089627016626,0.314111785285228,0.345304480827401,0.265662805761521,0.126142897145364,0.0866271152992645,0.0364400169377306,0.0360019640682729
0.178568592932023,0.223036265114515,0.166360070178723,0.128220244018688,0.275851143015595,0.479373665918137,0.601619865197769,0.749432078502431,0.535714123536305,0.378880177563608,0.279922512234249,0.236494410098151,0.210685369245683,0.138823453449456,0.0683238517629122,0.0287482291441562
0.125310228868997,0.172309751394537,0.26732040518459,0.17874957466638,0.289781489564319,0.344515815242982,0.476852592825936,0.526843402445234,0.585824553366234,0.393125174414525,0.292353577095628,0.146596100184547,0.144048268210169,0.0963765715862116,0.0612588028432042,0.0275014667825464
0.0417188459093211,0.0726715291173129,0.0937408996799079,0.186106984645609,0.231043174732218,0.283968135023587,0.349224720267679,0.398872628902835,0.392320859684798,0.443106086186814,0.373704703481907,0.182388314713605,0.134557678395854,0.0839760089094016,0.062531148819003,0.0513414805125957
0.0719165672297863,0.143033781306223,0.160785930273618,0.248808565587268,0.410386020628684,0.515797339448848,0.379062168899322,0.375951742118238,0.436134010135695,0.536867569634387,0.45708323306549,0.386069895743639,0.243374111172856,0.126717501114081,0.0697791949463867,0.0500210808983941
0.104366254229264,0.0984131756908277,0.104836139382805,0.129520199866129,0.292943532176231,0.488912054490231,0.508073269237366,0.431028031348291,0.431881942966123,0.335410646046461,0.533472168209704,0.530984024180325,0.356621138416321,0.189736654601183,0.0878592469216428,0.0507279592098086
0.0727638462100323,0.0843223546921064,0.0718597930229035,0.118846173099872,0.226229735331128,0.344706922717012,0.356759290766188,0.43720212422733,0.386513762895047,0.344906588128195,0.338290086502855,0.446959109126521,0.403225988111513,0.280242051438076,0.16421682496723,0.0732752262971612
0.0659281743551639,0.0923727953626162,0.058122748097268,0.0636952435926909,0.167932425969876,0.259701408669831,0.329674341476,0.302089695144553,0.294793925842022,0.258301957037583,0.309390338228354,0.357180882878988,0.351363247892167,0.291763803219717,0.129154246277588,0.0819433637599314
0.020637330671342,0.0463685806204177,0.0661460685937294,0.128502874193076,0.107617820607076,0.155382746967329,0.160487541691409,0.228398796413848,0.274163825627376,0.227717439741834,0.201839464116752,0.214904614166666,0.366859811983249,0.315119319737368,0.242673780780594,0.0940723936098656
0.0338576709803897,0.0365073688604634,0.0533892818237129,0.030704386475384,0.0606909448524049,0.0802417306985758,0.152783456237111,0.125388249717669,0.122627091676943,0.167587905460024,0.132466834651776,0.136288697716964,0.133789938937582,0.170006031490765,0.123713336176003,0.0892477541129295
